Unique ID,Airline,Airline ID,Source Airport ID,Source Airport,Source Airport Name,Source Airport City,Source Airport Country,Source Airport Latitude,Source Airport Longitude,Source Airport Timezone,Destination Airport ID,Destination Airport,Destination Airport Name,Destination Airport City,Destination Airport Country,Destination Airport Latitude,Destination Airport Longitude,Destination Airport Timezone,Codeshare,Stops,Equipment
3266,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1218,BCN,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846,1,,0,333
3267,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,4069,BDA,L.F. Wade International International Airport,Bermuda,Bermuda,32.36399841,-64.67870331,-4,,0,73H
3268,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3690,BNA,Nashville International Airport,Nashville,United States,36.12450027,-86.67819977,-6,,0,CR9
3269,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,2709,BOG,El Dorado International Airport,Bogota,Colombia,4.70159,-74.1469,-5,,0,73W
3270,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3448,BOS,General Edward Lawrence Logan International Airport,Boston,United States,42.36429977,-71.00520325,-5,,0,CR9 752 CR7
3271,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,302,BRU,Brussels Airport,Brussels,Belgium,50.90140152,4.48443985,1,,0,76W
3272,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3820,BUF,Buffalo Niagara International Airport,Buffalo,United States,42.94049835,-78.73220062,-5,,0,CR7 CR9
3273,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3849,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297,-5,,0,ERJ
3274,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1382,CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55,1,,0,332 772 388 343
3275,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3806,CHS,Charleston Air Force Base-International Airport,Charleston,United States,32.89860153,-80.04049683,-5,,0,ERJ CRJ
3276,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3486,CLE,Cleveland Hopkins International Airport,Cleveland,United States,41.4117012,-81.84980011,-5,,0,CRJ ERJ
3277,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,ERJ
3278,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3759,CMH,John Glenn Columbus International Airport,Columbus,United States,39.998001,-82.891899,-5,,0,ERJ CRJ
3279,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1852,CUN,CancÃºn International Airport,Cancun,Mexico,21.03650093,-86.87709808,-5,,0,738
3280,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3488,CVG,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,39.04880142,-84.6678009,-5,,0,CR9 CR7
3281,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,,0,CR9
3282,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3751,DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965,-7,,0,73H
3283,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,CR9
3284,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1084,DKR,LÃ©opold SÃ©dar Senghor International Airport,Dakar,Senegal,14.73970032,-17.49020004,0,,0,752
3285,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3645,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21239853,-83.35340118,-5,,0,M88 CR9 73H 319
3286,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,599,DUB,Dublin Airport,Dublin,Ireland,53.421299,-6.27007,0,,0,752
3287,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1555,FCO,Leonardo da Vinciâ€“Fiumicino Airport,Rome,Italy,41.8002778,12.2388889,1,,0,772 333 330
3288,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3533,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,26.072599,-80.152702,-5,,0,752 M88 73H 738
3289,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,340,FRA,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,1,,0,76W
3290,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,2882,GND,Point Salines International Airport,Point Salines,Grenada,12.00419998,-61.78620148,-4,,0,73H
3291,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,2564,GRU,Guarulhos - Governador AndrÃ© Franco Montoro International Airport,Sao Paulo,Brazil,-23.43555641,-46.47305679,-3,,0,764
3292,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1767,GUA,La Aurora Airport,Guatemala City,Guatemala,14.5833,-90.527496,-6,,0,752
3293,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3714,IAD,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292,-5,,0,CR7 ERJ CRJ
3294,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3930,ICN,Incheon International Airport,Seoul,South Korea,37.46910095,126.4509964,9,,0,77W 388
3295,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3585,IND,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403,-5,,0,CR9
3296,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3712,JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673,-5,,0,CR9
3297,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,,0,73H 738 757
3298,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,,0,76W 752
3299,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,507,LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,0,,0,764 76W
3300,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1881,LIR,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,10.5933,-85.544403,-6,,0,73H
3301,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1229,MAD,Adolfo SuÃ¡rez Madridâ€“Barajas Airport,Madrid,Spain,40.471926,-3.56264,1,,0,764
3302,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1780,MBJ,Sangster International Airport,Montego Bay,Jamaica,18.50370026,-77.91339874,-5,,0,73H
3303,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3878,MCO,Orlando International Airport,Orlando,United States,28.42939949,-81.30899811,-5,,0,752 73H M88 738
3304,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1824,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,19.4363,-99.072098,-6,,0,738 757 787
3305,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3576,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,-5,,0,73H M88 738 319
3306,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3858,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802,-6,,0,CR9 319 M88
3307,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3861,MSY,Louis Armstrong New Orleans International Airport,New Orleans,United States,29.99340057,-90.25800323,-6,Y,0,CR9
3308,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1524,MXP,Malpensa International Airport,Milano,Italy,45.6306,8.72811,1,,0,764 330
3309,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1953,NAS,Lynden Pindling International Airport,Nassau,Bahamas,25.03899956,-77.46620178,-5,,0,M88
3310,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1354,NCE,Nice-CÃ´te d'Azur Airport,Nice,France,43.65840149,7.215869904,1,,0,764
3311,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,2279,NRT,Narita International Airport,Tokyo,Japan,35.76470184,140.3860016,9,,0,744
3312,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,,0,CR9
3313,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3611,ORF,Norfolk International Airport,Norfolk,United States,36.89459991,-76.20120239,-5,,0,ERJ
3314,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1897,PAP,Toussaint Louverture International Airport,Port-au-prince,Haiti,18.57999992,-72.29250336,-5,,0,738
3315,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3720,PDX,Portland International Airport,Portland,United States,45.58869934,-122.5979996,-8,,0,752 73H
3316,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,ERJ CRJ 752
3317,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3462,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,-7,,0,738 73H
3318,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3570,PIT,Pittsburgh International Airport,Pittsburgh,United States,40.49150085,-80.23290253,-5,,0,CR9 752 ERJ
3319,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1754,PLS,Providenciales Airport,Providenciales,Turks and Caicos Islands,21.77359962,-72.26589966,-4,,0,73H
3320,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1760,PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,18.56739998,-68.36340332,-4,,0,73H
3321,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3406,PVG,Shanghai Pudong International Airport,Shanghai,China,31.14340019,121.8050003,8,,0,346
3322,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3626,RDU,Raleigh Durham International Airport,Raleigh-durham,United States,35.87760162,-78.78749847,-5,,0,CR7 CR9
3323,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3608,RIC,Richmond International Airport,Richmond,United States,37.50519943,-77.31970215,-5,,0,ERJ CR9
3324,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3622,ROC,Greater Rochester International Airport,Rochester,United States,43.1189003,-77.67240143,-5,,0,CRJ ERJ CR9
3325,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3731,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,-8,,0,757 73H
3326,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3621,SAT,San Antonio International Airport,San Antonio,United States,29.53370094,-98.46980286,-6,,0,73H
3327,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3613,SAV,Savannah Hilton Head International Airport,Savannah,United States,32.12760162,-81.20210266,-5,,0,CR9 CR7
3328,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,4014,SDF,Louisville International Standiford Field,Louisville,United States,38.1744,-85.736,-5,,0,CRJ ERJ
3329,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1762,SDQ,Las AmÃ©ricas International Airport,Santo Domingo,Dominican Republic,18.42970085,-69.66889954,-4,,0,73H
3330,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,,0,752 757
3331,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,,0,752
3332,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1885,SJO,Juan Santamaria International Airport,San Jose,Costa Rica,9.993860245,-84.20880127,-6,,0,757
3333,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,2890,SJU,Luis Munoz Marin International Airport,San Juan,Puerto Rico,18.43939972,-66.00180054,-4,,0,73H 752 757
3334,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3536,SLC,Salt Lake City International Airport,Salt Lake City,United States,40.78839874,-111.9779968,-7,,0,757 73H 738 739 752
3335,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1764,STI,Cibao International Airport,Santiago,Dominican Republic,19.40609932,-70.60469818,-4,,0,73H
3336,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3678,STL,St Louis Lambert International Airport,St. Louis,United States,38.748697,-90.370003,-6,,0,CR7 CR9
3337,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,2883,STT,Cyril E. King Airport,St. Thomas,Virgin Islands,18.33729935,-64.9733963,-4,,0,757
3338,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,2985,SVO,Sheremetyevo International Airport,Moscow,Russia,55.972599,37.4146,3,,0,333 76W 77W
3339,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,2899,SXM,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,18.04100037,-63.10889816,-4,,0,752
3340,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3745,SYR,Syracuse Hancock International Airport,Syracuse,United States,43.11119843,-76.10630035,-5,,0,ERJ
3341,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1590,TLV,Ben Gurion International Airport,Tel-aviv,Israel,32.01139832,34.88669968,2,,0,744
3342,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3646,TPA,Tampa International Airport,Tampa,United States,27.97550011,-82.53320313,-5,,0,M88 738 73H
3343,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1551,VCE,Venice Marco Polo Airport,Venice,Italy,45.505299,12.3519,1,,0,764
3344,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,146,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,45.47060013,-73.74079895,-5,,0,ERJ CRJ
3345,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,178,YYC,Calgary International Airport,Calgary,Canada,51.11389923,-114.0199966,-7,Y,0,736
3346,DL,2009,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,193,YYZ,Lester B. Pearson International Airport,Toronto,Canada,43.67720032,-79.63059998,-5,,0,CRJ CR7 ERJ
3347,DL,2009,813,JNB,OR Tambo International Airport,Johannesburg,South Africa,-26.1392,28.246,2,3682,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,-5,,0,77L
3348,DL,2009,1180,JRO,Kilimanjaro International Airport,Kilimanjaro,Tanzania,-3.429409981,37.07450104,3,1177,DAR,Julius Nyerere International Airport,Dar Es Salaam,Tanzania,-6.87811,39.202599,3,Y,0,332 330
3349,DL,2009,1165,KGL,Kigali International Airport,Kigali,Rwanda,-1.96863,30.1395,2,1187,EBB,Entebbe International Airport,Entebbe,Uganda,0.042386,32.443501,3,Y,0,332 330
3350,DL,2009,1779,KIN,Norman Manley International Airport,Kingston,Jamaica,17.93569946,-76.78749847,-5,3682,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,-5,,0,319
3351,DL,2009,3992,KIX,Kansai International Airport,Osaka,Japan,34.4272995,135.2440033,9,2246,GUM,Antonio B. Won Pat International Airport,Agana,Guam,13.48340034,144.7960052,10,,0,752
3352,DL,2009,3992,KIX,Kansai International Airport,Osaka,Japan,34.4272995,135.2440033,9,3728,HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,-10,,0,333
3353,DL,2009,3514,KOA,Ellison Onizuka Kona International At Keahole Airport,Kona,United States,19.738783,-156.045603,-10,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,,0,757
3354,DL,2009,1746,KSC,KoÅ¡ice Airport,Kosice,Slovakia,48.6631012,21.24110031,1,1745,BTS,M. R. Å tefÃ¡nik Airport,Bratislava,Slovakia,48.17020035,17.21269989,1,Y,0,AT4
3355,DL,2009,2176,KWI,Kuwait International Airport,Kuwait,Kuwait,29.22660065,47.96889877,3,580,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,1,Y,0,330
3356,DL,2009,2176,KWI,Kuwait International Airport,Kuwait,Kuwait,29.22660065,47.96889877,3,2064,DMM,King Fahd International Airport,Dammam,Saudi Arabia,26.47120094,49.79790115,3,Y,0,332 330
3357,DL,2009,3544,LAN,Capital City Airport,Lansing,United States,42.77870178,-84.58740234,-5,3682,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,-5,Y,0,CRJ
3358,DL,2009,3544,LAN,Capital City Airport,Lansing,United States,42.77870178,-84.58740234,-5,3645,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21239853,-83.35340118,-5,Y,0,CRJ
3359,DL,2009,3544,LAN,Capital City Airport,Lansing,United States,42.77870178,-84.58740234,-5,3858,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802,-6,Y,0,CRJ
3360,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3682,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,-5,,0,739 757 738 753
3361,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3448,BOS,General Edward Lawrence Logan International Airport,Boston,United States,42.36429977,-71.00520325,-5,,0,73H
3362,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3488,CVG,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,39.04880142,-84.6678009,-5,,0,757
3363,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3645,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21239853,-83.35340118,-5,,0,757 320 739 738
3364,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3930,ICN,Incheon International Airport,Seoul,South Korea,37.46910095,126.4509964,9,Y,0,772
3365,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,,0,738 757 73H
3366,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,,0,319
3367,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,502,LGW,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278,0,Y,0,744
3368,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,478,MAN,Manchester Airport,Manchester,United Kingdom,53.35369873,-2.274950027,0,Y,0,744
3369,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3878,MCO,Orlando International Airport,Orlando,United States,28.42939949,-81.30899811,-5,,0,73H
3370,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3473,MEM,Memphis International Airport,Memphis,United States,35.04240036,-89.97669983,-6,,0,738
3371,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,1824,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,19.4363,-99.072098,-6,,0,737
3372,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3858,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802,-6,,0,757 M90 738 739
3373,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,1825,MTY,General Mariano Escobedo International Airport,Monterrey,Mexico,25.7784996,-100.1070023,-6,Y,0,737
3374,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3626,RDU,Raleigh Durham International Airport,Raleigh-durham,United States,35.87760162,-78.78749847,-5,,0,73H
3375,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,Y,0,CR9
3376,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3536,SLC,Salt Lake City International Airport,Salt Lake City,United States,40.78839874,-111.9779968,-7,,0,738 757 320
3377,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,156,YVR,Vancouver International Airport,Vancouver,Canada,49.19390106,-123.1839981,-8,Y,0,73H 73W
3378,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,178,YYC,Calgary International Airport,Calgary,Canada,51.11389923,-114.0199966,-7,Y,0,73H 73W
3379,DL,2009,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,193,YYZ,Lester B. Pearson International Airport,Toronto,Canada,43.67720032,-79.63059998,-5,Y,0,73H
3380,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,580,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,1,Y,0,74M 747
3381,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3682,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,-5,,0,763 757 73H 76W
3382,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,1815,BJX,Del BajÃ­o International Airport,Del Bajio,Mexico,20.9935,-101.481003,-6,Y,0,CR9
3383,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3690,BNA,Nashville International Airport,Nashville,United States,36.12450027,-86.67819977,-6,,0,738 73H
3384,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3320,BNE,Brisbane International Airport,Brisbane,Australia,-27.38419914,153.1170044,10,Y,0,77W
3385,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3448,BOS,General Edward Lawrence Logan International Airport,Boston,United States,42.36429977,-71.00520325,-5,,0,73H
3386,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,1957,BZE,Philip S. W. Goldson International Airport,Belize City,Belize,17.53910065,-88.30819702,-6,,0,320
3387,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3370,CAN,Guangzhou Baiyun International Airport,Guangzhou,China,23.39240074,113.2990036,8,Y,0,380
3388,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,1382,CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55,1,Y,0,388 772
3389,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3759,CMH,John Glenn Columbus International Airport,Columbus,United States,39.998001,-82.891899,-5,,0,738
3390,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,1852,CUN,CancÃºn International Airport,Cancun,Mexico,21.03650093,-86.87709808,-5,,0,320
3391,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3488,CVG,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,39.04880142,-84.6678009,-5,,0,320
3392,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,Y,0,73H
3393,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3645,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21239853,-83.35340118,-5,,0,739 763 753
3394,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,1555,FCO,Leonardo da Vinciâ€“Fiumicino Airport,Rome,Italy,41.8002778,12.2388889,1,Y,0,772
3395,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,1804,GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,20.52179909,-103.310997,-6,,0,738
3396,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3467,GEG,Spokane International Airport,Spokane,United States,47.61989975,-117.5339966,-8,Y,0,CR9
3397,DL,2009,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,1767,GUA,La Aurora Airport,Guatemala City,Guatemala,14.5833,-90.527496,-6,,0,757
